driver_id,driver_name,driver_phone,national_id,region_id,shift,vehicle_type,hire_date,rating_avg,on_time_rate,cancel_rate,completed_deliveries,is_active,created_at,updated_at
53,Ali Ali,01153649791,297930005648454,14,evening,car,2024-01-17,3.832,0.853,0.033,6891,True,2024-01-17 00:00:00,2026-03-21 23:09:17.374270
54,Ashraf Khalil,01285302098,288720926191460,3,morning,car,2020-11-09,4.952,0.728,0.039,21310,True,2020-11-09 00:00:00,2026-03-21 23:09:17.374283
55,Nabil Fathy,01112546591,338964343572718,8,night,car,2020-05-07,4.755,0.927,0.047,9313,True,2020-05-07 00:00:00,2026-03-21 23:09:17.374295
56,Essam Hassan,01165691824,284298036448019,11,evening,motorbike,2019-04-06,3.852,0.92,0.009,9718,True,2019-04-06 00:00:00,2026-03-21 23:09:17.374307
57,Mostafa Mohamed,01092473495,313823300248937,2,evening,bike,2023-07-27,4.115,0.864,0.029,5855,True,2023-07-27 00:00:00,2026-03-21 23:09:17.374318
58,Ziad Ibrahim,01578265991,326196104163438,9,morning,bike,2025-09-11,4.025,0.838,0.044,492,True,2025-09-11 00:00:00,2026-03-21 23:09:17.374331
59,Hany El-Sayed,01184451573,289973599353710,14,evening,motorbike,2025-07-28,3.583,0.833,0.047,1177,True,2025-07-28 00:00:00,2026-03-21 23:09:17.374342
60,Hassan Mostafa,01072364542,310073733342850,2,evening,car,2025-03-23,3.942,0.932,0.02,3344,True,2025-03-23 00:00:00,2026-03-21 23:09:17.374355
61,Hussein El-Din,01050350996,239675784312601,17,evening,car,2020-10-23,4.809,0.767,0.075,19553,True,2020-10-23 00:00:00,2026-03-21 23:09:17.374368
62,Mostafa Mostafa,01212130654,295676016414622,16,morning,car,2022-10-31,4.842,0.954,0.053,9430,True,2022-10-31 00:00:00,2026-03-21 23:09:17.374379
63,Nabil Naguib,01526564560,360378254025343,13,morning,car,2019-11-14,4.794,0.726,0.064,21479,True,2019-11-14 00:00:00,2026-03-21 23:09:17.374392
64,Hussein Mansour,01235704262,296336643516336,10,night,bike,2019-03-23,3.868,0.833,0.082,22477,True,2019-03-23 00:00:00,2026-03-21 23:09:17.374403
65,Samy Tawfik,01524890990,380414138126087,16,morning,car,2021-03-14,4.323,0.744,0.049,15307,True,2021-03-14 00:00:00,2026-03-21 23:09:17.374415
66,Omar El-Din,01180206603,313254202139488,18,night,bike,2020-06-05,3.926,0.937,0.048,17378,True,2020-06-05 00:00:00,2026-03-21 23:09:17.374429
67,Hazem Hassan,01576514912,341601172014199,2,evening,motorbike,2023-07-25,4.852,0.806,0.042,5400,True,2023-07-25 00:00:00,2026-03-21 23:09:17.374442
68,Wael El-Din,01519991216,233146424337663,11,evening,bike,2021-07-13,3.573,0.982,0.05,6408,True,2021-07-13 00:00:00,2026-03-21 23:09:17.374453
69,Fadi Rizk,01155741665,256951816402861,17,morning,motorbike,2021-10-09,4.881,0.912,0.064,14631,True,2021-10-09 00:00:00,2026-03-21 23:09:17.374465
70,Essam Ibrahim,01027117564,217711364321431,10,night,bike,2019-05-17,4.429,0.984,0.002,22168,True,2019-05-17 00:00:00,2026-03-21 23:09:17.374476
71,Amr Naguib,01070855827,397147550220512,4,evening,bike,2023-08-11,4.481,0.918,0.055,3594,True,2023-08-11 00:00:00,2026-03-21 23:09:17.374488
72,Youssef Ibrahim,01186935230,281621317117206,9,evening,bike,2019-10-04,4.12,0.915,0.054,14696,True,2019-10-04 00:00:00,2026-03-21 23:09:17.374499
73,Mohamed Ali,01251766978,276078704966062,10,night,motorbike,2024-10-02,4.006,0.844,0.032,1919,True,2024-10-02 00:00:00,2026-03-21 23:09:17.374511
74,Mohamed Mostafa,01556146216,238200654380095,7,morning,car,2025-04-10,4.039,0.91,0.055,3174,True,2025-04-10 00:00:00,2026-03-21 23:09:17.374522
75,Khaled El-Din,01231780851,279793399773895,8,morning,car,2025-11-28,4.429,0.947,0.054,417,True,2025-11-28 00:00:00,2026-03-21 23:09:17.374534
76,Nabil El-Masry,01058696493,260367398153116,1,night,car,2023-06-28,3.637,0.786,0.027,5111,True,2023-06-28 00:00:00,2026-03-21 23:09:17.374545
77,Mohamed El-Sayed,01233392072,388043195899928,8,morning,bike,2020-12-14,3.833,0.828,0.011,9003,True,2020-12-14 00:00:00,2026-03-21 23:09:17.374557
78,Ali Naguib,01150946121,362021675325262,12,night,car,2020-03-30,3.715,0.888,0.043,21815,True,2020-03-30 00:00:00,2026-03-21 23:09:17.374570
79,Samy Mohamed,01181478283,362672166178123,11,night,bike,2020-06-19,4.155,0.836,0.052,24182,True,2020-06-19 00:00:00,2026-03-21 23:09:17.374581
80,Bassem Abdallah,01226972976,396537850800057,3,morning,motorbike,2022-09-04,4.211,0.898,0.062,10739,True,2022-09-04 00:00:00,2026-03-21 23:09:17.374594
81,Sherif Ahmed,01573586743,366429776512669,2,morning,motorbike,2024-11-22,3.824,0.874,0.018,4271,True,2024-11-22 00:00:00,2026-03-21 23:09:17.374605
82,Wael Naguib,01028029509,272557465887834,17,evening,car,2023-03-13,3.892,0.738,0.005,7492,True,2023-03-13 00:00:00,2026-03-21 23:09:17.374637
83,Karim Saleh,01034100904,347380104499221,3,evening,motorbike,2022-07-22,4.855,0.902,0.024,9872,True,2022-07-22 00:00:00,2026-03-21 23:09:17.374651
84,Mostafa Mostafa,01236393422,123,9,evening,bike,2023-01-15,4.608,0.814,0.061,9841,True,2023-01-15 00:00:00,2026-03-21 23:09:17.374723
85,,01256524207,367105652444853,1,evening,car,2021-12-05,4.445,0.83,0.076,18953,True,2021-12-05 00:00:00,2026-03-21 23:09:17.374770
86,Ashraf Zaki,01571928212,322085144252220,11,morning,bike,2024-10-13,4.134,0.894,0.072,3195,True,2024-10-13 00:00:00,2026-03-21 23:09:17.374784
87,Ahmed Farouk,01077082048,341732677908267,14,evening,bike,2020-06-09,4.537,0.904,0.03,20081,True,2020-06-09 00:00:00,2026-03-21 23:09:17.374797
88,Ahmed El-Din,01286261289,363669826170690,7,evening,bike,2020-09-21,3.64,0.974,0.03,13341,False,2020-09-21 00:00:00,2026-03-21 23:09:17.374810
89,Hazem Abdel-Rahman,01513602203,219780495226072,13,evening,bike,2025-03-14,3.775,0.821,0.023,2444,True,2025-03-14 00:00:00,2026-03-21 23:09:17.374823
90,Ahmed Ahmed,01027332564,364743948489622,7,morning,motorbike,2023-08-10,4.764,0.922,0.03,9545,True,2023-08-10 00:00:00,2026-03-21 23:09:17.374836
91,Essam Abdel-Rahman,01029151794,395123671548905,8,night,car,2024-02-23,4.039,0.747,0.05,5190,True,2024-02-23 00:00:00,2026-03-21 23:09:17.374849
92,Omar Abdel-Rahman,01262491260,245061600675276,6,night,car,2024-02-13,4.643,0.912,0.036,6644,True,2024-02-13 00:00:00,2026-03-21 23:09:17.374863
93,Amr Tawfik,01299477179,267881098793914,18,morning,bike,2020-10-08,4.956,0.846,0.007,9754,False,2020-10-08 00:00:00,2026-03-21 23:09:17.374876
94,Sherif Ahmed,01095747226,358362968803655,13,morning,motorbike,2019-07-02,4.142,0.75,0.004,12942,True,2019-07-02 00:00:00,2026-03-21 23:09:17.374891
95,Ashraf Mansour,01168750274,234005265281343,1,night,motorbike,2019-12-05,3.621,0.809,0.028,16697,True,2019-12-05 00:00:00,2026-03-21 23:09:17.374904
96,Nabil El-Sayed,01114623108,264971727915324,10,evening,car,2023-12-10,3.541,0.769,0.0,8281,False,2023-12-10 00:00:00,2026-03-21 23:09:17.374918
97,Tarek Mostafa,,223597360881631,6,night,bike,2023-09-24,3.755,0.807,0.034,3652,True,2023-09-24 00:00:00,2026-03-21 23:09:17.374932
98,Hussein Shaker,01041193292,260182852660439,11,morning,bike,2023-06-07,3.539,0.966,0.052,3296,True,2023-06-07 00:00:00,2026-03-21 23:09:17.374945
99,Ramy Khalil,01165176483,394283439830648,16,morning,car,2019-06-29,4.603,0.859,0.063,26407,True,2019-06-29 00:00:00,2026-03-21 23:09:17.374957
100,Youssef Shaker,01154566533,219502538392982,11,morning,motorbike,2023-05-11,4.425,0.941,0.05,6968,True,2023-05-11 00:00:00,2026-03-21 23:09:17.374971
76,Nabil El-Masry,01058696493,260367398153116,1,night,car,2023-06-28,3.649,0.785,0.022,5111,True,2023-06-28 00:00:00,2026-03-21 23:09:17.374545
