customer_id,full_name,email,phone,region_id,segment_id,signup_date,gender,created_at,updated_at
310,Nada Mostafa,nadamostafa@hotmail.com,01023396125,6.0,1,2023-04-05,female,2024-01-15 00:00:00,2026-03-11 12:40:10.847091
232,Bassem Khalil,bassem.khalil@hotmail.com,01299188862,6.0,2,2023-06-05,male,2022-08-17 00:00:00,2026-03-11 12:40:10.845492
327,Nagla Saleh,naglasaleh@gmail.com,01117122263,2.0,1,2021-10-21,female,2023-03-19 00:00:00,2026-03-11 12:40:10.847327
404,Hossam Tawfik,hossam.tawfik70@hotmail.com,01535471281,6.0,1,2023-08-18,male,2025-04-02 00:00:00,2026-03-11 12:40:10.848373
13,Mahmoud El-Din,mahmoudeldin@gmail.com,01081498611,5.0,1,2025-04-30,male,2021-11-07 00:00:00,2026-03-11 12:40:10.840904
207,Amr El-Masry,amrelmasry@outlook.com,01267796330,5.0,1,2022-04-02,male,2025-05-16 00:00:00,2026-03-11 12:40:10.844905
436,Aya Ahmed,aya.ahmed@gmail.com,01265437830,8.0,1,2022-04-10,female,2022-04-17 00:00:00,2026-03-11 12:40:10.849867
453,Samy Abdel-Rahman,samyabdelrahman@gmail.com,01210822924,4.0,1,2023-10-30,male,2024-06-10 00:00:00,2026-03-11 12:40:10.850642
245,Rania Soliman,raniasoliman@gmail.com,01217440911,16.0,1,2021-11-14,female,2024-02-15 00:00:00,2026-03-11 12:40:10.845863
257,Youssef Mansour,youssef.mansour@yahoo.com,01039835008,5.0,1,2024-06-28,male,2024-03-04 00:00:00,2026-03-11 12:40:10.846271
35,Sara Gaber,sara.gaber@hotmail.com,01278064830,10.0,1,2023-08-29,female,2024-07-06 00:00:00,2026-03-11 12:40:10.841348
47,Mostafa Naguib,mostafanaguib@outlook.com,01547346970,14.0,1,2020-12-01,male,2025-04-10 00:00:00,2026-03-11 12:40:10.841517
439,Jana Hassan,janahassan@gmail.com,01563424009,10.0,1,2023-03-17,female,2025-03-04 00:00:00,2026-03-11 12:40:10.850149
477,Sherif Soliman,sherifsoliman@outlook.com,01134936450,14.0,1,2025-08-02,male,2022-08-27 00:00:00,2026-03-11 12:40:10.851596
134,Mariam Farouk,mariamfarouk@outlook.com,01555504725,6.0,1,2025-07-30,female,2024-02-13 00:00:00,2026-03-11 12:40:10.843062
486,Dalia Zaki,dalia.zaki49@yahoo.com,01573698335,9.0,1,2024-11-15,female,2020-02-18 00:00:00,2026-03-11 12:40:10.851797
289,Tarek Fathy,tarek.fathy61@yahoo.com,01256204319,6.0,1,2022-11-25,male,2021-01-05 00:00:00,2026-03-11 12:40:10.846783
126,Ziad Tawfik,ziad.tawfik@yahoo.com,01273411827,5.0,1,2025-04-05,male,2025-01-11 00:00:00,2026-03-11 12:40:10.842886
283,Fadi Abdel-Rahman,fadiabdelrahman@hotmail.com,01597884113,16.0,1,2025-04-21,male,2020-06-02 00:00:00,2026-03-11 12:40:10.846709
174,Eman Tawfik,eman.tawfik8@gmail.com,01186866717,18.0,1,2023-09-05,female,2025-11-01 00:00:00,2026-03-11 12:40:10.844023
320,Mariam Ibrahim,mariamibrahim@yahoo.com,01295048563,10.0,1,2024-03-11,female,2021-03-11 00:00:00,2026-03-11 12:40:10.847231
80,Noha Saleh,noha.saleh73@outlook.com,01132814819,6.0,2,2024-04-15,female,2022-09-13 00:00:00,2026-03-11 12:40:10.842064
209,Mariam El-Din,mariam.eldin88@yahoo.com,01071957885,7.0,1,2023-04-08,female,2020-10-10 00:00:00,2026-03-11 12:40:10.844948
185,Walid Saleh,walid.saleh@yahoo.com,01237291394,11.0,1,2025-01-16,male,2024-02-28 00:00:00,2026-03-11 12:40:10.844276
405,Sherine Shaker,sherine.shaker9@yahoo.com,01170315326,10.0,1,2024-02-12,female,2025-02-02 00:00:00,2026-03-11 12:40:10.848385
296,Sherine Ahmed,sherine.ahmed@yahoo.com,01527172371,9.0,1,2022-01-19,female,2023-10-06 00:00:00,2026-03-11 12:40:10.846897
301,Dalia Naguib,@nodomain.com,01053246714,17.0,1,2020-01-17,female,2022-10-16 00:00:00,2026-03-11 12:40:10.846957
271,Mostafa Mahmoud,mostafamahmoud@gmail.com,01010171954,2.0,1,2024-09-14,male,2021-11-12 00:00:00,2026-03-11 12:40:10.846509
16,Wael Hassan,wael.hassan@gmail.com,01299788677,16.0,1,2021-06-25,male,2025-04-20 00:00:00,2026-03-11 12:40:10.840957
437,Hassan Mansour,hassanmansour@outlook.com,01543122766,14.0,1,2020-06-20,male,2024-04-07 00:00:00,2026-03-11 12:40:10.849956
448,Ramy Abdel-Rahman,ramy.abdelrahman59@yahoo.com,01214810369,3.0,1,2023-08-15,male,2024-02-18 00:00:00,2026-03-11 12:40:10.850423
369,Hassan Mohamed,hassan.mohamed46@outlook.com,01564418707,7.0,1,2020-10-08,male,2021-01-04 00:00:00,2026-03-11 12:40:10.847875
222,Heba Gaber,heba.gaber@outlook.com,01085886408,1.0,1,2022-06-22,female,2023-04-11 00:00:00,2026-03-11 12:40:10.845263
440,Karim Abdel-Rahman,karim.abdelrahman89@gmail.com,01172220513,15.0,2,2025-08-12,male,2021-04-08 00:00:00,2026-03-11 12:40:10.850176
154,Sara Naguib,sara.naguib80@hotmail.com,01027268907,4.0,1,2023-10-20,female,2024-02-06 00:00:00,2026-03-11 12:40:10.843457
441,Nabil El-Din,nabileldin@yahoo.com,01270516875,1.0,1,2022-04-07,male,2025-02-05 00:00:00,2026-03-11 12:40:10.850197
350,Amr Farouk,amr.farouk79@yahoo.com,01179006257,5.0,1,2022-01-03,male,2021-08-21 00:00:00,2026-03-11 12:40:10.847621
12,Tarek Ahmed,tarekahmed@gmail.com,01512614124,4.0,1,2023-06-13,male,2022-09-07 00:00:00,2026-03-11 12:40:10.840878
461,Nada Mahmoud,nadamahmoud@yahoo.com,01269205536,4.0,1,2021-10-07,female,2023-01-25 00:00:00,2026-03-11 12:40:10.850952
307,Farida Shaker,farida.shaker14@outlook.com,01047944260,4.0,1,2025-07-31,female,2022-03-24 00:00:00,2026-03-11 12:40:10.847041
156,Khaled Shaker,khaled.shaker79@outlook.com,01289688374,11.0,1,2025-09-18,male,2025-12-20 00:00:00,2026-03-11 12:40:10.843504
133,Abeer Abdel-Rahman,abeer.abdelrahman@outlook.com,01148401154,12.0,1,2020-07-14,female,2023-09-21 00:00:00,2026-03-11 12:40:10.843044
78,Laila Rizk,laila.rizk@outlook.com,01041510328,10.0,1,2021-01-05,female,2024-11-12 00:00:00,2026-03-11 12:40:10.841991
194,Ahmed Soliman,ahmed.soliman3@hotmail.com,01534060788,4.0,1,2025-11-17,male,2021-09-01 00:00:00,2026-03-11 12:40:10.844577
434,Amira Zaki,amira.zaki@hotmail.com,01027655789,6.0,2,2022-12-29,female,2022-08-03 00:00:00,2026-03-11 12:40:10.849421
131,Nabil El-Din,nabil.eldin@hotmail.com,01283284724,11.0,1,2021-12-18,male,2025-03-18 00:00:00,2026-03-11 12:40:10.842983
162,Dalia Farouk,dalia.farouk@hotmail.com,01562953249,12.0,1,2021-08-22,female,2023-04-04 00:00:00,2026-03-11 12:40:10.843607
221,Hossam Abdel-Rahman,hossam.abdelrahman58@hotmail.com,01058189421,1.0,1,2022-03-10,male,2024-04-21 00:00:00,2026-03-11 12:40:10.845241
414,Noha Mansour,noha.mansour1@outlook.com,01048182550,1.0,1,2023-05-21,female,2020-01-27 00:00:00,2026-03-11 12:40:10.848578
262,Samar Fathy,samarfathy@hotmail.com,01113498112,11.0,1,2020-04-30,female,2023-02-24 00:00:00,2026-03-11 12:40:10.846366
454,Ziad Ahmed,ziadahmed@hotmail.com,01514772547,5.0,1,2025-03-01,male,2023-10-04 00:00:00,2026-03-11 12:40:10.850703
180,Aya Khalil,aya.khalil5@gmail.com,01592533595,1.0,1,2020-10-02,female,2021-02-17 00:00:00,2026-03-11 12:40:10.844172
370,Jana Abdallah,janaabdallah@hotmail.com,01191384718,7.0,1,2024-07-12,female,2020-01-20 00:00:00,2026-03-11 12:40:10.847888
248,Essam Farouk,essam.farouk@gmail.com,01063811222,3.0,1,2023-03-02,male,2023-06-26 00:00:00,2026-03-11 12:40:10.845953
40,Dina Ahmed,dina.ahmed7@outlook.com,01126288475,15.0,1,2025-03-18,female,2025-12-15 00:00:00,2026-03-11 12:40:10.841413
275,Reem Abdel-Rahman,reemabdelrahman@gmail.com,01530614492,2.0,1,2024-10-17,female,2020-12-24 00:00:00,2026-03-11 12:40:10.846578
442,Mostafa El-Masry,mostafa.elmasry92@yahoo.com,01022239481,4.0,1,2024-01-26,male,2020-12-15 00:00:00,2026-03-11 12:40:10.850240
39,Farida Mohamed,farida.mohamed92@yahoo.com,01576354180,13.0,1,2020-01-23,female,2021-03-12 00:00:00,2026-03-11 12:40:10.841399
476,Omar Rizk,omar.rizk@outlook.com,01196200382,,1,2025-02-10,male,2024-10-09 00:00:00,2026-03-11 12:40:10.851571
367,Ashraf Naguib,ashraf.naguib79@outlook.com,01290191410,2.0,1,2021-12-18,male,2025-07-17 00:00:00,2026-03-11 12:40:10.847838
153,Bassem Ibrahim,bassemibrahim@hotmail.com,01559115280,2.0,1,2022-03-08,male,2024-01-24 00:00:00,2026-03-11 12:40:10.843432
68,Hossam Farouk,hossam.farouk@hotmail.com,01154265498,14.0,1,2023-03-26,male,2024-06-28 00:00:00,2026-03-11 12:40:10.841852
230,Rania El-Masry,rania.elmasry71@hotmail.com,01185986307,16.0,1,2020-07-17,female,2020-07-07 00:00:00,2026-03-11 12:40:10.845445
474,Bassem Abdel-Rahman,bassem.abdelrahman56@yahoo.com,01593914843,11.0,1,2024-07-21,male,2024-04-11 00:00:00,2026-03-11 12:40:10.851497
63,Reem Mohamed,reem.mohamed@yahoo.com,01110359129,14.0,1,2025-04-08,female,2023-04-07 00:00:00,2026-03-11 12:40:10.841754
332,Amira Tawfik,amiratawfik@gmail.com,01093935292,10.0,1,2024-01-06,female,2020-10-25 00:00:00,2026-03-11 12:40:10.847389
97,Khaled Shaker,khaled.shaker36@yahoo.com,01261124122,17.0,1,2025-09-01,male,2024-10-28 00:00:00,2026-03-11 12:40:10.842350
84,Malak Mostafa,malak.mostafa29@hotmail.com,01193334601,9.0,1,2021-07-14,female,2021-02-01 00:00:00,2026-03-11 12:40:10.842122
44,Salma El-Din,salma.eldin98@gmail.com,01574019136,1.0,1,2023-05-08,female,2024-05-16 00:00:00,2026-03-11 12:40:10.841479
140,Abeer Abdallah,abeerabdallah@hotmail.com,01192124765,10.0,1,2025-07-04,female,2022-03-30 00:00:00,2026-03-11 12:40:10.843182
267,Sara Farouk,sara.farouk@outlook.com,01250502233,11.0,1,2021-10-07,female,2024-11-24 00:00:00,2026-03-11 12:40:10.846442
43,Mahmoud Naguib,mahmoudnaguib@yahoo.com,01554410148,18.0,1,2020-09-12,male,2022-04-27 00:00:00,2026-03-11 12:40:10.841465
240,Nabil Fathy,nabil.fathy3@gmail.com,01011851322,9.0,1,2020-09-04,male,2024-06-18 00:00:00,2026-03-11 12:40:10.845680
145,Nabil Ali,nabil.ali16@gmail.com,01150818905,6.0,1,2022-07-12,male,2023-11-18 00:00:00,2026-03-11 12:40:10.843284
254,Nabil El-Din,nabileldin@gmail.com,01552148834,14.0,1,2024-01-07,male,2022-04-30 00:00:00,2026-03-11 12:40:10.846123
287,Omar Abdel-Rahman,omar.abdelrahman18@outlook.com,01033318633,7.0,1,2022-04-02,male,2020-08-24 00:00:00,2026-03-11 12:40:10.846757
200,Nour Ibrahim,nour.ibrahim44@gmail.com,01553805532,1.0,1,2025-01-19,female,2025-07-02 00:00:00,2026-03-11 12:40:10.844735
25,Yasmin Mansour,yasmin.mansour79@hotmail.com,01099639081,18.0,1,2021-02-28,female,2021-07-04 00:00:00,2026-03-11 12:40:10.841177
115,Khaled Shaker,khaledshaker@yahoo.com,01056095437,3.0,1,2021-12-07,male,2020-06-09 00:00:00,2026-03-11 12:40:10.842629
164,Youssef Shaker,youssef.shaker@yahoo.com,01195623471,8.0,2,2024-08-19,male,2023-09-14 00:00:00,2026-03-11 12:40:10.843632
489,Reem Tawfik,reem.tawfik@hotmail.com,01019120357,1.0,1,2025-11-21,female,2021-03-01 00:00:00,2026-03-11 12:40:10.851864
138,Omar Mostafa,omarmostafa@hotmail.com,01091214453,5.0,1,2024-02-28,male,2024-03-03 00:00:00,2026-03-11 12:40:10.843142
290,Fatma Naguib,missing@domain,01137746963,9.0,1,2025-10-03,female,2020-03-23 00:00:00,2026-03-11 12:40:10.846802
265,Ziad Fathy,ziad.fathy@yahoo.com,01017538738,8.0,1,2020-03-22,male,2025-11-26 00:00:00,2026-03-11 12:40:10.846418
395,Shahd Shaker,shahd.shaker@hotmail.com,01081802559,1.0,1,2021-02-22,female,2023-03-01 00:00:00,2026-03-11 12:40:10.848246
463,Omar Abdel-Rahman,omarabdelrahman@hotmail.com,01027458237,1.0,1,2020-07-25,male,2021-03-09 00:00:00,2026-03-11 12:40:10.851033
443,Jana Soliman,jana.soliman49@yahoo.com,01515892974,6.0,1,2021-09-06,female,2021-10-26 00:00:00,2026-03-11 12:40:10.850274
196,Reem Mohamed,reemmohamed@gmail.com,01560622842,18.0,1,2020-02-08,female,2021-12-02 00:00:00,2026-03-11 12:40:10.844630
281,Sara Gaber,saragaber@yahoo.com,01218994192,3.0,1,2024-06-15,female,2023-08-28 00:00:00,2026-03-11 12:40:10.846668
160,Ayman Mahmoud,aymanmahmoud@outlook.com,01233244151,15.0,1,2023-11-03,male,2023-12-22 00:00:00,2026-03-11 12:40:10.843581
315,Samy Gaber,samygaber@yahoo.com,01068095862,8.0,1,2024-04-25,male,2021-08-31 00:00:00,2026-03-11 12:40:10.847169
263,Fadi Fathy,fadi.fathy@yahoo.com,01198162850,8.0,1,2020-08-17,male,2022-06-17 00:00:00,2026-03-11 12:40:10.846386
282,Eman Mansour,eman.mansour90@gmail.com,01525102023,14.0,1,2021-02-14,female,2021-03-08 00:00:00,2026-03-11 12:40:10.846687
495,,hazem.rizk@outlook.com,01262523472,1.0,1,2025-07-02,male,2025-05-12 00:00:00,2026-03-11 12:40:10.852011
342,Mohamed El-Sayed,mohamed.elsayed69@outlook.com,01050894954,7.0,1,2023-11-09,male,2022-05-17 00:00:00,2026-03-11 12:40:10.847516
112,Nabil Rizk,nabil.rizk88@outlook.com,01294183695,11.0,1,2020-10-06,male,2025-04-04 00:00:00,2026-03-11 12:40:10.842563
361,Dina Fathy,dina.fathy45@outlook.com,01067108220,5.0,1,2022-08-10,female,2020-12-09 00:00:00,2026-03-11 12:40:10.847763
64,Mahmoud Abdel-Rahman,mahmoud.abdelrahman10@outlook.com,01145507920,7.0,1,2022-07-09,male,2021-09-02 00:00:00,2026-03-11 12:40:10.841774
253,Mahmoud Abdel-Rahman,mahmoud.abdelrahman51@hotmail.com,01252688984,15.0,1,2020-11-01,male,2022-04-10 00:00:00,2026-03-11 12:40:10.846096
408,Ziad Ali,ziad.ali@gmail.com,01535718350,4.0,2,2024-05-10,male,2025-06-29 00:00:00,2026-03-11 12:40:10.848434
374,Sara Naguib,sara.naguib10@hotmail.com,01173962190,11.0,1,2023-01-07,female,2022-01-18 00:00:00,2026-03-11 12:40:10.847934
323,Hossam El-Sayed,hossamelsayed@gmail.com,01578227286,6.0,1,2021-12-12,male,2021-06-09 00:00:00,2026-03-11 12:40:10.847268
246,Mostafa Ibrahim,mostafa.ibrahim30@gmail.com,01015910667,1.0,1,2025-04-16,male,2024-01-30 00:00:00,2026-03-11 12:40:10.845891
311,Heba Zaki,heba.zaki@gmail.com,01154112109,12.0,1,2023-01-03,female,2021-01-15 00:00:00,2026-03-11 12:40:10.847104
393,Karim Abdallah,karim.abdallah21@yahoo.com,01560782359,8.0,1,2024-09-25,male,2022-09-08 00:00:00,2026-03-11 12:40:10.848205
403,Dina El-Masry,dina.elmasry57@hotmail.com,01112865928,13.0,1,2021-07-05,female,2022-10-23 00:00:00,2026-03-11 12:40:10.848361
387,Ramy Khalil,ramy.khalil@gmail.com,01523825676,4.0,2,2025-04-22,male,2020-08-08 00:00:00,2026-03-11 12:40:10.848110
101,Farida Abdel-Rahman,farida.abdelrahman20@yahoo.com,01540097636,4.0,1,2024-02-14,female,2021-04-15 00:00:00,2026-03-11 12:40:10.842403
189,Fadi Zaki,fadizaki@hotmail.com,01265556767,2.0,1,2022-06-25,male,2021-08-20 00:00:00,2026-03-11 12:40:10.844376
261,Mostafa Naguib,mostafa.naguib83@yahoo.com,01194658420,18.0,1,2024-04-15,male,2024-01-10 00:00:00,2026-03-11 12:40:10.846348
226,Fadi Hassan,fadi.hassan77@hotmail.com,01153440052,10.0,1,2022-12-31,male,2025-10-08 00:00:00,2026-03-11 12:40:10.845357
376,Youssef Mohamed,youssef.mohamed@outlook.com,01074732147,12.0,1,2025-07-09,male,2023-01-30 00:00:00,2026-03-11 12:40:10.847957
151,Bassem Ahmed,bassem.ahmed@hotmail.com,01579085198,15.0,1,2023-06-17,male,2025-07-30 00:00:00,2026-03-11 12:40:10.843388
319,Hazem Gaber,hazem.gaber@hotmail.com,01170996586,11.0,1,2025-04-21,male,2024-01-28 00:00:00,2026-03-11 12:40:10.847219
266,Fatma El-Masry,fatmaelmasry@yahoo.com,01153431355,2.0,2,2021-08-03,female,2021-03-30 00:00:00,2026-03-11 12:40:10.846431
309,,laila.mostafa74@gmail.com,01530017834,3.0,1,2020-11-03,female,2021-02-18 00:00:00,2026-03-11 12:40:10.847065
366,Nada El-Sayed,nada.elsayed61@yahoo.com,01521830043,3.0,1,2024-02-27,female,2020-11-23 00:00:00,2026-03-11 12:40:10.847821
137,Nada Hassan,nada.hassan47@outlook.com,01114179623,5.0,1,2024-11-29,female,2020-05-22 00:00:00,2026-03-11 12:40:10.843122
496,Salma Zaki,salma.zaki@gmail.com,01061596498,16.0,1,2026-01-01,female,2024-01-10 00:00:00,2026-03-11 12:40:10.852024
32,Ramy Mahmoud,ramymahmoud@hotmail.com,01296098221,17.0,1,2023-09-18,male,2020-04-23 00:00:00,2026-03-11 12:40:10.841277
135,Hoda Mohamed,hoda.mohamed56@gmail.com,01183212334,10.0,1,2020-11-23,female,2023-09-05 00:00:00,2026-03-11 12:40:10.843080
385,Heba Rizk,heba.rizk@outlook.com,01156120632,8.0,1,2023-04-08,female,2022-12-31 00:00:00,2026-03-11 12:40:10.848081
433,Walid Abdallah,walidabdallah@gmail.com,01113957187,11.0,1,2024-08-22,male,2024-08-11 00:00:00,2026-03-11 12:40:10.849314
312,Nevine El-Masry,nevineelmasry@outlook.com,01261769856,16.0,1,2021-11-14,female,2021-04-08 00:00:00,2026-03-11 12:40:10.847118
447,Ali Hassan,ali.hassan@gmail.com,01254440977,3.0,2,2024-09-03,male,2021-12-31 00:00:00,2026-03-11 12:40:10.850397
96,Amira Rizk,amirarizk@gmail.com,01524490391,16.0,1,2024-12-21,female,2020-10-28 00:00:00,2026-03-11 12:40:10.842336
457,Shahd Hassan,shahd.hassan@gmail.com,01270653840,10.0,1,2023-05-23,female,2021-12-17 00:00:00,2026-03-11 12:40:10.850794
182,Ayman Abdel-Rahman,ayman.abdelrahman74@hotmail.com,01241796721,10.0,1,2025-11-05,male,2022-06-24 00:00:00,2026-03-11 12:40:10.844212
455,Hoda Saleh,hodasaleh@gmail.com,01284514623,18.0,2,2023-09-20,female,2023-12-19 00:00:00,2026-03-11 12:40:10.850735
109,Mariam Naguib,mariamnaguib@yahoo.com,,14.0,1,2022-09-23,female,2024-11-19 00:00:00,2026-03-11 12:40:10.842525
462,Ahmed Shaker,ahmed.shaker27@gmail.com,01283734610,11.0,1,2023-03-06,male,2022-09-29 00:00:00,2026-03-11 12:40:10.850993
430,Ayman Khalil,ayman.khalil@hotmail.com,01240277197,5.0,1,2024-05-28,male,2021-07-16 00:00:00,2026-03-11 12:40:10.849009
340,Tarek Soliman,tarek.soliman@hotmail.com,01268743898,13.0,1,2020-05-06,male,2025-04-25 00:00:00,2026-03-11 12:40:10.847492
83,Mahmoud Naguib,mahmoudnaguib@hotmail.com,01098346110,13.0,1,2020-07-19,male,2025-07-27 00:00:00,2026-03-11 12:40:10.842110
363,Samy El-Masry,samyelmasry@gmail.com,01245071480,18.0,1,2024-02-06,male,2023-02-02 00:00:00,2026-03-11 12:40:10.847785
191,Rania Fathy,rania.fathy@outlook.com,01232718459,5.0,1,2025-06-23,female,2022-01-23 00:00:00,2026-03-11 12:40:10.844422
149,Heba Fathy,heba.fathy@hotmail.com,01252857920,12.0,1,2021-06-19,female,2024-02-26 00:00:00,2026-03-11 12:40:10.843360
424,Aya Zaki,aya.zaki@gmail.com,01193349536,5.0,1,2023-03-24,female,2020-02-26 00:00:00,2026-03-11 12:40:10.848847
30,Bassem Ahmed,bassem.ahmed@yahoo.com,01154585178,14.0,1,2022-10-13,male,2022-12-28 00:00:00,2026-03-11 12:40:10.841252
197,Hossam Saleh,hossam.saleh@hotmail.com,01040838737,7.0,1,2025-05-01,male,2023-01-15 00:00:00,2026-03-11 12:40:10.844656
288,Mohamed Mansour,mohamed.mansour@hotmail.com,01259439358,15.0,1,2021-05-22,male,2020-05-05 00:00:00,2026-03-11 12:40:10.846769
352,Salma Fathy,salma.fathy6@gmail.com,01223854626,17.0,1,2023-01-25,female,2022-12-14 00:00:00,2026-03-11 12:40:10.847645
217,Salma El-Sayed,salma.elsayed36@yahoo.com,01087490324,4.0,1,2022-02-04,female,2024-02-07 00:00:00,2026-03-11 12:40:10.845151
53,Amira Saleh,amira.saleh@hotmail.com,01047437115,15.0,1,2025-03-18,female,2024-04-01 00:00:00,2026-03-11 12:40:10.841610
171,Laila Abdel-Rahman,laila.abdelrahman34@gmail.com,01241715995,2.0,1,2025-03-21,female,2023-06-10 00:00:00,2026-03-11 12:40:10.843810
258,Essam El-Din,essam.eldin@gmail.com,01196702893,15.0,1,2021-01-11,male,2023-09-20 00:00:00,2026-03-11 12:40:10.846292
294,Fadi Shaker,fadi.shaker@hotmail.com,01097966375,16.0,1,2022-11-28,male,2024-09-10 00:00:00,2026-03-11 12:40:10.846874
485,Hussein El-Din,hussein.eldin7@hotmail.com,01225568500,2.0,1,2024-06-21,male,2025-05-04 00:00:00,2026-03-11 12:40:10.851778
279,Walid Hassan,walid.hassan69@outlook.com,01586868410,8.0,1,2020-11-19,male,2024-06-05 00:00:00,2026-03-11 12:40:10.846627
175,Mariam Gaber,mariam.gaber12@outlook.com,01517467311,15.0,1,2024-08-28,female,2025-02-14 00:00:00,2026-03-11 12:40:10.844057
195,Hussein Shaker,husseinshaker@hotmail.com,01060070135,13.0,1,2022-09-23,male,2022-07-14 00:00:00,2026-03-11 12:40:10.844608
11,Fatma Zaki,fatma.zaki@hotmail.com,01093926371,10.0,1,2025-09-10,female,2022-03-25 00:00:00,2026-03-11 12:40:10.840856
259,Mohamed Mansour,mohamedmansour@outlook.com,01513957046,13.0,1,2021-12-08,male,2023-12-20 00:00:00,2026-03-11 12:40:10.846308
120,Ali Ali,ali.ali65@gmail.com,01098842638,11.0,1,2021-06-20,male,2024-03-23 00:00:00,2026-03-11 12:40:10.842722
183,Mona Khalil,mona.khalil81@yahoo.com,01584605013,16.0,2,2023-11-11,female,2024-04-10 00:00:00,2026-03-11 12:40:10.844233
204,Tarek Abdallah,tarek.abdallah@hotmail.com,01265540647,13.0,1,2022-09-21,male,2025-11-04 00:00:00,2026-03-11 12:40:10.844831
29,Mohamed Abdel-Rahman,mohamed.abdelrahman@gmail.com,01199514287,4.0,1,2024-07-22,male,2021-09-25 00:00:00,2026-03-11 12:40:10.841238
14,Eman Shaker,eman.shaker70@yahoo.com,01151837852,13.0,1,2024-03-09,female,2024-11-29 00:00:00,2026-03-11 12:40:10.840921
94,Hoda Ahmed,hoda.ahmed@gmail.com,01241934639,11.0,2,2022-12-22,female,2020-08-02 00:00:00,2026-03-11 12:40:10.842308
466,Mahmoud Ali,mahmoudali@hotmail.com,01199279031,11.0,1,2023-08-23,male,2025-01-30 00:00:00,2026-03-11 12:40:10.851135
132,Nada Ahmed,nadaahmed@gmail.com,01049385195,7.0,2,2022-03-28,female,2020-06-20 00:00:00,2026-03-11 12:40:10.843023
