driver_id,driver_name,driver_phone,national_id,region_id,shift,vehicle_type,hire_date,rating_avg,on_time_rate,cancel_rate,completed_deliveries,is_active,created_at,updated_at
46,Hussein Mohamed,01113143613,293389109044875,9,morning,car,2024-11-05,4.732,0.838,0.023,3141,True,2024-11-05 00:00:00,2026-03-11 12:40:10.864892
47,Ziad Farouk,01070228445,373771696802385,11,morning,motorbike,2022-12-22,4.669,0.855,0.075,10520,True,2022-12-22 00:00:00,2026-03-11 12:40:10.864907
48,Walid Shaker,01160689435,256136990639839,17,night,bike,2022-03-11,3.79,0.866,0.061,8744,True,2022-03-11 00:00:00,2026-03-11 12:40:10.864921
49,Karim Mohamed,01520478739,384065322982472,13,night,bike,2020-06-16,4.344,0.813,0.062,21869,True,2020-06-16 00:00:00,2026-03-11 12:40:10.864934
50,Sherif Tawfik,01177885433,228208332229271,17,night,motorbike,2023-09-04,3.652,0.884,0.017,7065,False,2023-09-04 00:00:00,2026-03-11 12:40:10.864948
51,Tarek Ibrahim,01215406577,262278847625879,10,evening,car,2020-03-27,3.941,0.906,0.036,17732,True,2020-03-27 00:00:00,2026-03-11 12:40:10.864962
52,,01015997180,390652962521313,10,night,motorbike,2024-06-25,4.135,0.751,0.029,4371,True,2024-06-25 00:00:00,2026-03-11 12:40:10.864978
53,Ali Ali,01153649791,297930005648454,14,evening,car,2024-01-17,3.894,0.866,0.036,6891,True,2024-01-17 00:00:00,2026-03-11 12:40:10.864994
54,Ashraf Khalil,01285302098,288720926191460,3,morning,car,2020-11-09,4.92,0.725,0.039,21310,True,2020-11-09 00:00:00,2026-03-11 12:40:10.865012
55,Nabil Fathy,01112546591,338964343572718,8,night,car,2020-05-07,4.718,0.925,0.046,9313,True,2020-05-07 00:00:00,2026-03-11 12:40:10.865028
56,Essam Hassan,01165691824,284298036448019,11,evening,motorbike,2019-04-06,3.933,0.909,0.009,9718,True,2019-04-06 00:00:00,2026-03-11 12:40:10.865044
57,Mostafa Mohamed,01092473495,313823300248937,2,evening,bike,2023-07-27,4.109,0.859,0.021,5855,True,2023-07-27 00:00:00,2026-03-11 12:40:10.865058
58,Ziad Ibrahim,01578265991,326196104163438,9,morning,bike,2025-09-11,3.987,0.831,0.043,492,True,2025-09-11 00:00:00,2026-03-11 12:40:10.865075
59,Hany El-Sayed,01184451573,289973599353710,14,evening,motorbike,2025-07-28,3.623,0.842,0.054,1177,True,2025-07-28 00:00:00,2026-03-11 12:40:10.865091
60,Hassan Mostafa,01072364542,310073733342850,2,evening,car,2025-03-23,3.919,0.932,0.023,3344,True,2025-03-23 00:00:00,2026-03-11 12:40:10.865125
61,Hussein El-Din,01050350996,239675784312601,17,evening,car,2020-10-23,4.867,0.779,0.073,19553,True,2020-10-23 00:00:00,2026-03-11 12:40:10.865158
62,Mostafa Mostafa,01212130654,295676016414622,16,morning,car,2022-10-31,4.817,0.951,0.052,9430,True,2022-10-31 00:00:00,2026-03-11 12:40:10.865176
63,Nabil Naguib,01526564560,360378254025343,13,morning,car,2019-11-14,4.784,0.715,0.062,21479,True,2019-11-14 00:00:00,2026-03-11 12:40:10.865195
64,Hussein Mansour,01235704262,296336643516336,10,night,bike,2019-03-23,3.843,0.841,0.077,22477,True,2019-03-23 00:00:00,2026-03-11 12:40:10.865227
65,Samy Tawfik,01524890990,380414138126087,16,morning,car,2021-03-14,4.312,0.746,0.057,15307,True,2021-03-14 00:00:00,2026-03-11 12:40:10.865254
66,Omar El-Din,01180206603,313254202139488,18,night,bike,2020-06-05,3.831,0.93,0.04,17378,True,2020-06-05 00:00:00,2026-03-11 12:40:10.865285
67,Hazem Hassan,01576514912,341601172014199,2,evening,motorbike,2023-07-25,4.893,0.808,0.048,5400,True,2023-07-25 00:00:00,2026-03-11 12:40:10.865314
68,Wael El-Din,01519991216,233146424337663,11,evening,bike,2021-07-13,3.578,0.971,0.046,6408,False,2021-07-13 00:00:00,2026-03-11 12:40:10.865345
69,Fadi Rizk,01155741665,256951816402861,17,morning,motorbike,2021-10-09,4.946,0.909,0.058,14631,True,2021-10-09 00:00:00,2026-03-11 12:40:10.865375
70,Essam Ibrahim,01027117564,217711364321431,10,night,bike,2019-05-17,4.476,0.972,0.003,22168,True,2019-05-17 00:00:00,2026-03-11 12:40:10.865440
71,Amr Naguib,01070855827,397147550220512,4,evening,bike,2023-08-11,4.528,0.918,0.058,3594,True,2023-08-11 00:00:00,2026-03-11 12:40:10.865477
72,Youssef Ibrahim,01186935230,281621317117206,9,evening,bike,2019-10-04,4.081,0.903,0.061,14696,True,2019-10-04 00:00:00,2026-03-11 12:40:10.865505
73,Mohamed Ali,01251766978,276078704966062,10,night,motorbike,2024-10-02,3.962,0.845,0.029,1919,True,2024-10-02 00:00:00,2026-03-11 12:40:10.865534
74,Mohamed Mostafa,01556146216,238200654380095,7,morning,car,2025-04-10,4.056,0.912,0.054,3174,True,2025-04-10 00:00:00,2026-03-11 12:40:10.865572
75,Khaled El-Din,01231780851,279793399773895,8,morning,car,2025-11-28,4.414,0.946,0.057,417,True,2025-11-28 00:00:00,2026-03-11 12:40:10.865619
76,Nabil El-Masry,01058696493,260367398153116,1,night,car,2023-06-28,3.717,0.801,0.02,5111,True,2023-06-28 00:00:00,2026-03-11 12:40:10.865653
77,Mohamed El-Sayed,01233392072,388043195899928,8,morning,bike,2020-12-14,3.838,0.843,0.017,9003,True,2020-12-14 00:00:00,2026-03-11 12:40:10.865683
78,Ali Naguib,01150946121,362021675325262,12,night,car,2020-03-30,3.751,0.894,0.04,21815,True,2020-03-30 00:00:00,2026-03-11 12:40:10.865712
79,Samy Mohamed,01181478283,362672166178123,11,night,bike,2020-06-19,4.136,0.821,0.052,24182,True,2020-06-19 00:00:00,2026-03-11 12:40:10.865753
80,Bassem Abdallah,01226972976,396537850800057,3,morning,motorbike,2022-09-04,4.298,0.893,0.058,10739,True,2022-09-04 00:00:00,2026-03-11 12:40:10.865795
81,Sherif Ahmed,01573586743,366429776512669,2,morning,motorbike,2024-11-22,3.836,0.876,0.016,4271,True,2024-11-22 00:00:00,2026-03-11 12:40:10.865824
82,Wael Naguib,01028029509,272557465887834,17,evening,car,2023-03-13,3.804,0.735,0.004,7492,True,2023-03-13 00:00:00,2026-03-11 12:40:10.865855
83,Karim Saleh,01034100904,347380104499221,3,evening,motorbike,2022-07-22,4.858,0.909,0.024,9872,True,2022-07-22 00:00:00,2026-03-11 12:40:10.865882
84,Mostafa Mostafa,01236393422,123,9,evening,bike,2023-01-15,4.587,0.822,0.057,9841,True,2023-01-15 00:00:00,2026-03-11 12:40:10.865935
85,,01256524207,367105652444853,1,evening,car,2021-12-05,4.442,0.842,0.077,18953,True,2021-12-05 00:00:00,2026-03-11 12:40:10.866010
86,Ashraf Zaki,01571928212,322085144252220,11,morning,bike,2024-10-13,4.098,0.884,0.079,3195,True,2024-10-13 00:00:00,2026-03-11 12:40:10.866034
87,Ahmed Farouk,01077082048,341732677908267,14,evening,bike,2020-06-09,4.541,0.903,0.028,20081,True,2020-06-09 00:00:00,2026-03-11 12:40:10.866057
88,Ahmed El-Din,01286261289,363669826170690,7,evening,bike,2020-09-21,3.615,0.958,0.031,13341,False,2020-09-21 00:00:00,2026-03-11 12:40:10.866124
89,Hazem Abdel-Rahman,01513602203,219780495226072,13,evening,bike,2025-03-14,3.777,0.829,0.026,2444,True,2025-03-14 00:00:00,2026-03-11 12:40:10.866149
90,Ahmed Ahmed,01027332564,364743948489622,7,morning,motorbike,2023-08-10,4.788,0.917,0.022,9545,True,2023-08-10 00:00:00,2026-03-11 12:40:10.866173
91,Essam Abdel-Rahman,01029151794,395123671548905,8,night,car,2024-02-23,3.958,0.748,0.05,5190,True,2024-02-23 00:00:00,2026-03-11 12:40:10.866198
92,Omar Abdel-Rahman,01262491260,245061600675276,6,night,car,2024-02-13,4.631,0.917,0.037,6644,True,2024-02-13 00:00:00,2026-03-11 12:40:10.866256
93,Amr Tawfik,01299477179,267881098793914,18,morning,bike,2020-10-08,4.982,0.843,0.005,9754,True,2020-10-08 00:00:00,2026-03-11 12:40:10.866282
94,Sherif Ahmed,01095747226,358362968803655,13,morning,motorbike,2019-07-02,4.081,0.758,0.005,12942,True,2019-07-02 00:00:00,2026-03-11 12:40:10.866357
95,Ashraf Mansour,01168750274,234005265281343,1,night,motorbike,2019-12-05,3.696,0.81,0.027,16697,True,2019-12-05 00:00:00,2026-03-11 12:40:10.866384
96,Nabil El-Sayed,01114623108,264971727915324,10,evening,car,2023-12-10,3.531,0.771,0.0,8281,False,2023-12-10 00:00:00,2026-03-11 12:40:10.866412
97,Tarek Mostafa,,223597360881631,6,night,bike,2023-09-24,3.711,0.815,0.028,3652,True,2023-09-24 00:00:00,2026-03-11 12:40:10.866470
98,Hussein Shaker,01041193292,260182852660439,11,morning,bike,2023-06-07,3.492,0.972,0.047,3296,True,2023-06-07 00:00:00,2026-03-11 12:40:10.866528
99,Ramy Khalil,01165176483,394283439830648,16,morning,car,2019-06-29,4.605,0.851,0.066,26407,True,2019-06-29 00:00:00,2026-03-11 12:40:10.866553
100,Youssef Shaker,01154566533,219502538392982,11,morning,motorbike,2023-05-11,4.412,0.945,0.043,6968,True,2023-05-11 00:00:00,2026-03-11 12:40:10.866579
76,Nabil El-Masry,01058696493,260367398153116,1,night,car,2023-06-28,3.658,0.789,0.023,5111,True,2023-06-28 00:00:00,2026-03-11 12:40:10.865653
101,Hazem Zaki,01221918075,277553074945189,5,night,bike,2026-03-11,4.046,0.814,0.005,0,True,2026-03-11 12:45:57.626780,2026-03-11 12:45:57.626780
102,Osama Rizk,01098774185,319979552690882,5,morning,bike,2026-03-11,4.413,0.885,0.02,0,True,2026-03-11 12:45:57.626780,2026-03-11 12:45:57.626780
103,Ahmed Rizk,01281352209,263094003463973,9,night,bike,2026-03-11,4.153,0.824,0.009,0,True,2026-03-11 12:45:57.626780,2026-03-11 12:45:57.626780
104,Mostafa Naguib,01199005064,319933474924802,3,night,car,2026-03-11,4.324,0.898,0.009,0,True,2026-03-11 12:45:57.626780,2026-03-11 12:45:57.626780
105,Osama Mansour,01084330373,322202455176375,3,evening,motorbike,2026-03-11,4.34,0.839,0.005,0,True,2026-03-11 12:45:57.626780,2026-03-11 12:45:57.626780
